Код сети;Адрес;Продажи
00045677710161911;г Москва, ш Хорошёвское, 1;8117
00045677814148471;г Москва, ш Хорошёвское, 38, стр 5;7417
00045677734443270;г Москва, ш Хорошёвское, 43Г, стр 1;5220
00045675015015070;г Москва, ш Щёлковское, 10;5304
00045677825706086;г Москва, ш Щёлковское, 12, к 3;9568
00045677724490000;г Москва, ш Щёлковское, 48А;5990
00045677728029110;г Москва, ш Щёлковское, 75Д;6571
00045675047085094;г Москва, ш Щёлковское, 82;1881
00045677743931676;г Москва, ш Щёлковское, 91, к 1;5809
00045677743931676;г Москва, ш Энтузиастов, 26;8285
00045675047085094;г Москва, ш Энтузиастов, 98Б;7601
00045677737531091;г Москва, ш Ярославское, 124;9350
00045672310031475;г Москва, ш Ярославское, 142;6355
00045675047085094;г Москва, ш Ярославское, 28;6302
00045677724490000;г Москва, ш Ярославское, 55;8712
00045677715277300;г Москва, ш Ярославское, 6;9065
00045677734443270;г Санкт-Петербург, аллея Липовая, 15;5171
00045677734443270;г Санкт-Петербург, б-р Вилькицкий, 5, стр 1;6815
00045675904347397;г Санкт-Петербург, б-р Вилькицкий, 7, стр 1;3549
00045677724490000;г Санкт-Петербург, б-р Вилькицкий, 7, стр 1;3987
00045677825706086;г Санкт-Петербург, б-р Загребский, 45, литера а;3274
00045672310031475;г Санкт-Петербург, б-р Серебристый, 29, к 1 литер а;7216
00045672310031475;г Санкт-Петербург, б-р Серебристый, 29, к 1 литера а;116
00045677825439514;г Санкт-Петербург, г Зеленогорск, пр-кт Ленина, 46, литер а;615
00045672310031475;г Санкт-Петербург, г Колпино, б-р Трудящихся, 16, литер а;2818
00045672310031475;г Санкт-Петербург, г Колпино, пл Коммуны, 7;407
00045677825439514;г Санкт-Петербург, г Колпино, пр-кт Заводской, 3, литера а;977
00045677743931676;г Санкт-Петербург, г Колпино, пр-кт Ленина, 12;7196
00045677743931676;г Санкт-Петербург, г Колпино, пр-кт Ленина, 70;5057
00045677825706086;г Санкт-Петербург, г Колпино, ул Веры Слуцкой, 32;6972
00045677825706086;г Санкт-Петербург, г Колпино, ул Веры Слуцкой, 32, литера а;4992
00045675047085094;г Санкт-Петербург, г Колпино, ул Веры Слуцкой, 46/2, литера а;8416
00045672310031475;г Санкт-Петербург, г Колпино, ул Веры Слуцкой, 89, литер а;9691
00045672310031475;г Санкт-Петербург, г Колпино, ул Веры Слуцкой, 89, литера а;5689
00045672310031475;г Санкт-Петербург, г Колпино, ул Понтонная, 5, к 1 стр 1;1457
00045677724490000;г Санкт-Петербург, г Колпино, ул Труда, 11;1514
00045677825706086;г Санкт-Петербург, г Красное Село, пр-кт Ленина, 51, литера а;4294
00045672310031475;г Санкт-Петербург, г Красное Село, тер Хвойный, 78, литера а;1758
00045677724490000;г Санкт-Петербург, г Красное Село, ул Красногородская, 7, к 2;7521
00045677729705354;г Санкт-Петербург, г Красное Село, ул Спирина, 16, к 1 литера а;4704
00045677825439514;г Санкт-Петербург, г Красное Село, ш Кингисеппское, 57, литера а;179
00045677805506339;г Санкт-Петербург, г Кронштадт, пер Манежный, 2, литера а;3021
00045675047085094;г Санкт-Петербург, г Кронштадт, ул Гидростроителей, 8, литера а;5916
00045677825706086;г Санкт-Петербург, г Кронштадт, ул Комсомола, 13, литера а;7648
00045677805506339;г Санкт-Петербург, г Кронштадт, ул Посадская, 13;3696
00045672310031475;г Санкт-Петербург, г Кронштадт, ул Посадская, 37;9935
00045672310031475;г Санкт-Петербург, г Кронштадт, ш Кронштадтское, 178, к 182;330
00045675036045205;г Санкт-Петербург, г Ломоносов, пр-кт Дворцовый, 38, литера а;641
00045675047085094;г Санкт-Петербург, г Ломоносов, пр-кт Дворцовый, 9, литера а;8068
00045672310031475;г Санкт-Петербург, г Ломоносов, пр-кт Ораниенбаумский, 1, к 2;9636
00045677825439514;г Санкт-Петербург, г Ломоносов, ул Александровская, 50, к 2 литер а;4113
00045672310031475;г Санкт-Петербург, г Ломоносов, ул Еленинская, 19, литера а;9650
00045677805506339;г Санкт-Петербург, г Ломоносов, ул Красноармейская, 19, литера а;9906
00045677825706086;г Санкт-Петербург, г Ломоносов, ул Кронштадтская, 1, литера а;4183
00045672310031475;г Санкт-Петербург, г Павловск, тер Динамо, ш Павловское, 5, стр 2;129
00045672310031475;г Санкт-Петербург, г Петергоф, б-р Разведчика, 4, к 1 литер а;2511
00045672310031475;г Санкт-Петербург, г Петергоф, б-р Разведчика, 4, к 1 литера а;6996
00045672310031475;г Санкт-Петербург, г Петергоф, б-р Эрлеровский, 12/2, литер а;3054
00045672310031475;г Санкт-Петербург, г Петергоф, дор Бобыльская, 59, литера а;4066
00045675047085094;г Санкт-Петербург, г Петергоф, пр-кт Санкт-Петербургский, 60, литера и;9062
00045675047085094;г Санкт-Петербург, г Петергоф, ул Аврова, 14, литера а;7195
00045677709359770;г Санкт-Петербург, г Петергоф, ул Астрономическая, 11, литера а;9713
00045675036045205;г Санкт-Петербург, г Петергоф, ул Братьев Горкушенко, 5, к 1 литер а;9453
00045675036045205;г Санкт-Петербург, г Петергоф, ул Братьев Горкушенко, 5, к 1 литера а;4432
00045677842077938;г Санкт-Петербург, г Петергоф, ул Первого Мая, 89, литера в;7784
00045675047085094;г Санкт-Петербург, г Петергоф, ул Путешественника Козлова, 9, литера а;6588
00045675047085094;г Санкт-Петербург, г Петергоф, ул Разводная, 29, литера а;1279
00045672310031475;г Санкт-Петербург, г Петергоф, ул Халтурина, 3А, литера а;5611
00045677724490000;г Санкт-Петербург, г Петергоф, ул Чебышевская, 14, к 1;3611
00045675036045205;г Санкт-Петербург, г Петергоф, ул Чичеринская, 2, литер а;472
00045675951042145;г Санкт-Петербург, г Петергоф, ул Чичеринская, 2, литер а;3764
00045677724490000;г Санкт-Петербург, г Пушкин, б-р Алексея Толстого, 5, литера а;2913
00045677825706086;г Санкт-Петербург, г Пушкин, тер Гуммолосары, ул Садовая, 69, литера а;9986
00045677743931676;г Санкт-Петербург, г Пушкин, ул Архитектора Данини, 5, литера а;3703
00045677805506339;г Санкт-Петербург, г Пушкин, ул Архитектора Данини, 5, литера а;5744
00045677743931676;г Санкт-Петербург, г Пушкин, ул Конюшенная, 9/38, литер а;7432
00045675036045205;г Санкт-Петербург, г Пушкин, ул Ленинградская, 47, литера а;1507
00045677743931676;г Санкт-Петербург, г Пушкин, ул Малиновская, 8, литер а;816
00045677825706086;г Санкт-Петербург, г Пушкин, ул Оранжерейная, 60, литера а;3534
00045672310031475;г Санкт-Петербург, г Пушкин, ул Парковая, 56, литера а;6096
00045672310031475;г Санкт-Петербург, г Пушкин, ул Полковая, 1/25, литера а;5720
00045677825706086;г Санкт-Петербург, г Пушкин, ул сдт Волхонское Просвещения, 9, к 11-12;7370
00045675036045205;г Санкт-Петербург, г Пушкин, ул Церковная, 21А, литер а;9839
00045677724490000;г Санкт-Петербург, г Пушкин, ш Красносельское, 35, литера а;7472
00045672310031475;г Санкт-Петербург, г Сестрорецк, ул Борисова, 4, литера а;4206
00045677743931676;г Санкт-Петербург, г Сестрорецк, ул Володарского, 25, литера а;9673
00045672310031475;г Санкт-Петербург, г Сестрорецк, ул Гагаринская, 77, к 2 стр 1;6064
00045677724490000;г Санкт-Петербург, г Сестрорецк, ул Токарева, 18;5791
00045677729705354;г Санкт-Петербург, г Сестрорецк, ул Токарева, 2, литера а;5111
00045677743931676;г Санкт-Петербург, г Сестрорецк, ул Токарева, 24, стр 1;8314
00045677826087713;г Санкт-Петербург, г Сестрорецк, ш Приморское, 268;685
00045677826087713;г Санкт-Петербург, г Сестрорецк, ш Приморское, 268, литера а;8520
00045672310031475;г Санкт-Петербург, дор Муринская, 57, стр 1;782
00045677743931676;г Санкт-Петербург, дор Муринская, 84, литера а;9380
00045677719191685;г Санкт-Петербург, дор Муринская, 84, литера а;4588
00045675036045205;г Санкт-Петербург, линия 13-я В.О., 64/39, литера а;6242
00045677825706086;г Санкт-Петербург, линия 15-я В.О., 21;3596
00045675951042145;г Санкт-Петербург, линия 26-я В.О., 7, стр 1;6268
00045675036045205;г Санкт-Петербург, линия 2-я В.О., 59/2, литера а;4156
00045675036045205;г Санкт-Петербург, линия 4-я В.О., 5, литера а;8721
00045677719191685;г Санкт-Петербург, линия 6-я В.О., 53, литера а;7759
00045675036045205;г Санкт-Петербург, наб Канала Грибоедова, 97, литер а;1243
00045677814148471;г Санкт-Петербург, наб Морская, 15, литера а;9748
00045677811657720;г Санкт-Петербург, наб Морская, 31;4867
00045677743931676;г Санкт-Петербург, наб Морская, 35, к 6 литера а;3989
00045677814148471;г Санкт-Петербург, наб Обводного канала, 118, к 7 литера а;3692
00045675036045205;г Санкт-Петербург, наб Октябрьская, 124, к 7 литера а;3430
00045677724490000;г Санкт-Петербург, наб Октябрьская, 24, к 1;2489
00045677734443270;г Санкт-Петербург, наб Свердловская, 44, литера б;3318
00045677825439514;г Санкт-Петербург, наб Свердловская, 58, к 4 литер а;8453
00045677728029110;г Санкт-Петербург, наб Свердловская, 60, литер в;1653
00045677804663353;г Санкт-Петербург, наб Ушаковская, 3, к 2 литера а;153
00045672310031475;г Санкт-Петербург, остров Канонерский, 8, литера а;9741
00045677724490000;г Санкт-Петербург, п Лисий Нос, ул Межевая, 1;107
00045677743792870;г Санкт-Петербург, п Лисий Нос, ш Приморское, 144;811
00045672310031475;г Санкт-Петербург, п Металлострой, ул Центральная, 9, литер а;7833
00045677724490000;г Санкт-Петербург, п Молодежное, ш Приморское, 661;2133
00045677743931676;г Санкт-Петербург, п Парголово, ул Валерия Гаврилина, 13, к 1 стр 1;9192
00045677743931676;г Санкт-Петербург, п Парголово, ул Валерия Гаврилина, 5, литера а;3124
00045675036045205;г Санкт-Петербург, п Парголово, ул Заречная, 19, к 1;4767
00045677743931676;г Санкт-Петербург, п Парголово, ул Заречная, 45, к 1 стр 1;7956
00045672310031475;г Санкт-Петербург, п Парголово, ул Заречная, 5Н, к 1 стр 1;3410
00045672310031475;г Санкт-Петербург, п Парголово, ул Николая Рубцова, 5, стр 1;2042
00045677729705354;г Санкт-Петербург, п Парголово, ул Тихоокеанская, 1, к 3 литера а;7294
00045672310031475;г Санкт-Петербург, п Парголово, ул Тихоокеанская, 14;6558
00045672310031475;г Санкт-Петербург, п Парголово, ул Тихоокеанская, 3, литера а;2637
00045675047085094;г Санкт-Петербург, п Парголово, ул Тихоокеанская, 3, литера а;3964
00045677804663353;г Санкт-Петербург, п Парголово, ул Фёдора Абрамова, 19, к 1 литера а;3170
00045677734443270;г Санкт-Петербург, п Парголово, ул Фёдора Абрамова, 8, литера а;6722
00045672310031475;г Санкт-Петербург, п Песочный, кв-л 1-й, 3Н;8606
00045677826087713;г Санкт-Петербург, п Песочный, кв-л 1-й, 65;2665
00045677814148471;г Санкт-Петербург, п Песочный, кв-л 2-й, 44, к 5 стр 1;205
00045677719191685;г Санкт-Петербург, п Песочный, кв-л 5-й, 11, к 19;9148
00045675036045205;г Санкт-Петербург, п Песочный, кв-л 6-й, 1, стр 1;422
00045677719191685;г Санкт-Петербург, п Песочный, кв-л 8-й, 14/7, литера а;5103
00045675036045205;г Санкт-Петербург, п Песочный, ул Новостроек, 26;6065
00045677724490000;г Санкт-Петербург, п Петро-Славянка, ул Клубная, 1;9081
00045672310031475;г Санкт-Петербург, п Петро-Славянка, ул Труда, 13, стр 1;5377
00045677724490000;г Санкт-Петербург, п Понтонный, ул Заводская, 18;2214
00045677724490000;г Санкт-Петербург, п Репино, ш Приморское, 443;8490
00045672310031475;г Санкт-Петербург, п Серово, тер Сосновая Поляна, 1, стр 44н;9529
00045672310031475;г Санкт-Петербург, п Серово, тер Сосновая Поляна, 45, литера а;459
00045677703270067;г Санкт-Петербург, п Солнечное, ул 1-я Боровая, 6Н;9827
00045677825706086;г Санкт-Петербург, п Стрельна, пер Народный, 3, к 1 литера а;5275
00045672310031475;г Санкт-Петербург, п Стрельна, ул Львовская, 29, литера а;2646
00045672310031475;г Санкт-Петербург, п Стрельна, ш Санкт-Петербургское, 84, литера а;3631
00045677709359770;г Санкт-Петербург, п Шушары, пр-кт Витебский, 138;992
00045677728029110;г Санкт-Петербург, п Шушары, пр-кт Новгородский, 6, к 2 стр 1;8302
00045677743931676;г Санкт-Петербург, п Шушары, пр-кт Новгородский, 8, литера а;7895
00045677743931676;г Санкт-Петербург, п Шушары, пр-кт Старорусский, 13, к 1 стр 1;7207
00045677743931676;г Санкт-Петербург, п Шушары, пр-кт Старорусский, 8, к 1 стр 1;1600
00045677842077938;г Санкт-Петербург, п Шушары, проезд 1-й Бадаевский, 9, стр 4;9312
00045675047085094;г Санкт-Петербург, п Шушары, ул Валдайская, 6, к 2 стр 1;6992
00045677743931676;г Санкт-Петербург, п Шушары, ул Вишерская, 2, стр 1;1339
00045672310031475;г Санкт-Петербург, п Шушары, ул Пушкинская, 11, литера а;4267
00045677743931676;г Санкт-Петербург, п Шушары, ул Школьная, 17, стр 1;4968
00045677743931676;г Санкт-Петербург, п Шушары, ул Школьная, 6, к 2 стр 1;6484
00045677728029110;г Санкт-Петербург, п Шушары, ш Московское, 181, литера а;7876
00045677825439514;г Санкт-Петербург, п Шушары, ш Московское, 9, литера б;6648
00045677724490000;г Санкт-Петербург, пер Академический, 9/3;9650
00045677724490000;г Санкт-Петербург, пер Академический, 9/3, литера а;8608
00045677724490000;г Санкт-Петербург, пер Альпийский, 9, к 1;7353
00045675036045205;г Санкт-Петербург, пер Гривцова, 9, литера а;2428
00045675257056036;г Санкт-Петербург, пер Ипподромный, 3, к 1 стр 1;5196
00045675047085094;г Санкт-Петербург, пер Лыжный, 1, стр 1;2714
00045677734443270;г Санкт-Петербург, пер Лыжный, 4, к 1 литера а;7930
00045677811657720;г Санкт-Петербург, пер Лыжный, 65;9023
00045672310031475;г Санкт-Петербург, пер Матюшенко, 10, литер а;2813
00045672310031475;г Санкт-Петербург, пер Щербаков, 14/1;3174
00045677724490000;г Санкт-Петербург, пл Александра Невского, 2, литера е;8343
00045677724490000;г Санкт-Петербург, пл Исаакиевская, 6;2212
00045677814148471;г Санкт-Петербург, пл Конституции, 2, литер а;9736
00045677804663353;г Санкт-Петербург, пл Конституции, 3, литера а;846
00045677838471956;г Санкт-Петербург, пл Красногвардейская, 4, литера а;3086
00045677734443270;г Санкт-Петербург, пл Сенная, 13, литера а;2862
00045677724490000;г Санкт-Петербург, пл Труда, 4, литера д;9455
00045677842077938;г Санкт-Петербург, пр-кт Александровской Фермы, 17;636
00045677734443270;г Санкт-Петербург, пр-кт Александровской Фермы, 8;8163
00045677804663353;г Санкт-Петербург, пр-кт Бакунина, 5, литера а;8864
00045677804663353;г Санкт-Петербург, пр-кт Богатырский, 55, к 1 литера а;4304
00045677825706086;г Санкт-Петербург, пр-кт Богатырский, 63, литера а;2815
00045677826087713;г Санкт-Петербург, пр-кт Большевиков, 10, к 1 литера а;3057
00045677734443270;г Санкт-Петербург, пр-кт Большевиков, 3, к 1 литера а;9420
00045675036045205;г Санкт-Петербург, пр-кт Большевиков, 71, к 1 литер ц;469
00045675036045205;г Санкт-Петербург, пр-кт Большевиков, 71, к 1 литера ц;6096
00045677825706086;г Санкт-Петербург, пр-кт Большевиков, 83;693
00045677743931676;г Санкт-Петербург, пр-кт Большеохтинский, 22, к 2;1033
00045677814148471;г Санкт-Петербург, пр-кт Большеохтинский, 22, к 2 литера а;8394
00045675951042145;г Санкт-Петербург, пр-кт Большеохтинский, 6, литера а;5988
00045677804663353;г Санкт-Петербург, пр-кт Большой В.О., 99, литер а;1875
00045677804663353;г Санкт-Петербург, пр-кт Большой В.О., 99, литера а;1845
00045677743931676;г Санкт-Петербург, пр-кт Большой П.С., 70-72, литера а;7571
00045672310031475;г Санкт-Петербург, пр-кт Большой Сампсониевский, 77, стр 1;2931
00045677743931676;г Санкт-Петербург, пр-кт Большой Сампсониевский, 80, литера а;9508
00045675036045205;г Санкт-Петербург, пр-кт Большой Сампсониевский, 96;5508
00045675951042145;г Санкт-Петербург, пр-кт Ветеранов, 110, литера а;8693
00045672310031475;г Санкт-Петербург, пр-кт Ветеранов, 133, к 1 стр 1;3862
00045675036045205;г Санкт-Петербург, пр-кт Ветеранов, 160, литер а;1813
00045677743931676;г Санкт-Петербург, пр-кт Ветеранов, 183, стр 1;4046
00045675036045205;г Санкт-Петербург, пр-кт Ветеранов, 50, к 2 литера а;1952
00045677724490000;г Санкт-Петербург, пр-кт Витебский, 61, к 4;1322
00045672310031475;г Санкт-Петербург, пр-кт Волковский, 6, стр 1;1013
00045672310031475;г Санкт-Петербург, пр-кт Героев, 39Н;4300
00045677743931676;г Санкт-Петербург, пр-кт Гражданский, 107, к 4 стр 1;1152
00045677729705354;г Санкт-Петербург, пр-кт Гражданский, 111, литера а;2082
00045677743931676;г Санкт-Петербург, пр-кт Гражданский, 118, к 1;2474
00045672310031475;г Санкт-Петербург, пр-кт Гражданский, 23, к 1 литер а;3565
00045672310031475;г Санкт-Петербург, пр-кт Гражданский, 92, к 1 литера а;767
00045677811657720;г Санкт-Петербург, пр-кт Дальневосточный, 12, к 2;2435
00045672310031475;г Санкт-Петербург, пр-кт Дальневосточный, 33, к 1 стр 1;9622
00045675036045205;г Санкт-Петербург, пр-кт Дачный, 33, к 1 литера а;4867
00045677804663353;г Санкт-Петербург, пр-кт Дунайский, 14, к 1 литера а;7780
00045672310031475;г Санкт-Петербург, пр-кт Екатерининский, 2, литер а;6009
00045671840026895;г Санкт-Петербург, пр-кт Екатерининский, 2, стр 1;6363
00045675047085094;г Санкт-Петербург, пр-кт Загородный, 52, литера п;5879
00045677814148471;г Санкт-Петербург, пр-кт Заневский, 71, к 1 литер а;2680
00045677825439514;г Санкт-Петербург, пр-кт Заневский, 75;234
00045677804663353;г Санкт-Петербург, пр-кт Измайловский, 3, литера а;2754
00045672310031475;г Санкт-Петербург, пр-кт Индустриальный, 15, литер а;7668
00045677729705354;г Санкт-Петербург, пр-кт Индустриальный, 15, литер а;9820
00045672310031475;г Санкт-Петербург, пр-кт Индустриальный, 15, литера а;3200
00045672310031475;г Санкт-Петербург, пр-кт Индустриальный, 38, к 3 литера б;3322
00045677804663353;г Санкт-Петербург, пр-кт Искровский, 32, к 1 литера а;7323
00045675036045205;г Санкт-Петербург, пр-кт Испытателей, 13, литера а;2012
00045672310031475;г Санкт-Петербург, пр-кт Испытателей, 26, к 2 литера а;7497
00045672310031475;г Санкт-Петербург, пр-кт Испытателей, 29, к 1 литера а;5874
00045677804663353;г Санкт-Петербург, пр-кт Каменноостровский, 14;6894
00045675036045205;г Санкт-Петербург, пр-кт Каменноостровский, 50, литера а;8365
00045677724490000;г Санкт-Петербург, пр-кт КИМа, 4;5729
00045677825706086;г Санкт-Петербург, пр-кт КИМа, 4, литера в;8038
00045675036045205;г Санкт-Петербург, пр-кт КИМа, 6;3528
00045677743931676;г Санкт-Петербург, пр-кт Коломяжский, 15, к 2 литера а;5121
00045677728029110;г Санкт-Петербург, пр-кт Коломяжский, 17, к 1 литера а;6312
00045677724490000;г Санкт-Петербург, пр-кт Комендантский, 14/1;8960
00045675904347397;г Санкт-Петербург, пр-кт Комендантский, 21, к 1 литера а;7890
00045672310031475;г Санкт-Петербург, пр-кт Комендантский, 28, к 1;6250
00045677804663353;г Санкт-Петербург, пр-кт Комендантский, 59, к 1 стр 1;9698
00045675257056036;г Санкт-Петербург, пр-кт Комендантский, 60, к 3 стр 1;6656
00045677734443270;г Санкт-Петербург, пр-кт Комендантский, 66, к 1 стр 1;1902
00045677811657720;г Санкт-Петербург, пр-кт Комендантский, 69;1501
00045675257056036;г Санкт-Петербург, пр-кт Кондратьевский, 31, литера а;6159
00045672310031475;г Санкт-Петербург, пр-кт Кондратьевский, 68, к 4 стр 1;618
00045677838471956;г Санкт-Петербург, пр-кт Королёва, 43, к 1 литера а;7279
00045677825706086;г Санкт-Петербург, пр-кт Королёва, 46, к 2 литера а;9816
00045675257056036;г Санкт-Петербург, пр-кт Королёва, 66, к 1 стр 1;2371
00045677704218694;г Санкт-Петербург, пр-кт Косыгина, 4;1728
00045677743931676;г Санкт-Петербург, пр-кт Кузнецова, 12, к 1 литера а;679
00045677728029110;г Санкт-Петербург, пр-кт Культуры, 1, литера а;569
00045672310031475;г Санкт-Петербург, пр-кт Культуры, 21, к 1 литер а;7081
00045672310031475;г Санкт-Петербург, пр-кт Культуры, 22, к 1 литер а;1985
00045677709359770;г Санкт-Петербург, пр-кт Культуры, 3А;1355
00045672310031475;г Санкт-Петербург, пр-кт Лабораторный, 23, стр 1;9742
00045677728029110;г Санкт-Петербург, пр-кт Лахтинский, 85, к 2 литера а;3964
00045677705466989;г Санкт-Петербург, пр-кт Лахтинский, 85, литера в;9026
00045675047085094;г Санкт-Петербург, пр-кт Левашовский, 12, литера а;8928
00045677728029110;г Санкт-Петербург, пр-кт Левашовский, 13, литера а;4217
00045677728029110;г Санкт-Петербург, пр-кт Ленинский, 100, к 1 литера а;5935
00045672310031475;г Санкт-Петербург, пр-кт Ленинский, 114, литера а;4612
00045677825706086;г Санкт-Петербург, пр-кт Ленинский, 128, к 2 литера а;6331
00045675047085094;г Санкт-Петербург, пр-кт Ленинский, 136, литер а;3920
00045677724490000;г Санкт-Петербург, пр-кт Ленинский, 147, литера а;9248
00045677719191685;г Санкт-Петербург, пр-кт Ленинский, 45, к 1 стр 1;2107
00045675036045205;г Санкт-Петербург, пр-кт Ленинский, 76, к 1 литера а;5212
00045677825706086;г Санкт-Петербург, пр-кт Ленинский, 95, к 1 литера а;4910
00045677838471956;г Санкт-Петербург, пр-кт Лиговский, 203-207, литера а;4509
00045675036045205;г Санкт-Петербург, пр-кт Лиговский, 218, литера а;9400
00045677804663353;г Санкт-Петербург, пр-кт Лиговский, 271, стр 1;2221
00045672310031475;г Санкт-Петербург, пр-кт Лиговский, 44, литера а;6398
00045677724490000;г Санкт-Петербург, пр-кт Лиговский, 44, литера б;9391
00045677724490000;г Санкт-Петербург, пр-кт Литейный, 29, литера а;2006
00045672310031475;г Санкт-Петербург, пр-кт Луначарского, 11, к 1 литер а;5001
00045675904347397;г Санкт-Петербург, пр-кт Луначарского, 11, к 1 литера а;472
00045677804663353;г Санкт-Петербург, пр-кт Луначарского, 76, к 2 литер а;6910
00045677825706086;г Санкт-Петербург, пр-кт Луначарского, 86;3718
00045677804663353;г Санкт-Петербург, пр-кт Малый В.О., 44, литер а;7305
00045677743931676;г Санкт-Петербург, пр-кт Малый В.О., 67, к 1 литера а;2583
00045677724490000;г Санкт-Петербург, пр-кт Малый В.О., 70, литера а;2953
00045677724490000;г Санкт-Петербург, пр-кт Малый П.С., 58/18;5799
00045677842077938;г Санкт-Петербург, пр-кт Маршака, 12, к 1 стр 1;2796
00045675258056945;г Санкт-Петербург, пр-кт Маршака, 3, стр 1;4100
00045677814148471;г Санкт-Петербург, пр-кт Маршала Блюхера, 11, к 1 стр 1;394
00045677743931676;г Санкт-Петербург, пр-кт Маршала Блюхера, 9, к 1 стр 1;6090
00045677825706086;г Санкт-Петербург, пр-кт Маршала Блюхера, 9, к 3 литера а;2020
00045677825706086;г Санкт-Петербург, пр-кт Маршала Жукова, 35, к 3 литера а;1422
00045677743931676;г Санкт-Петербург, пр-кт Маршала Жукова, 54, к 1 литера а;4769
00045675036045205;г Санкт-Петербург, пр-кт Металлистов, 100, литера а;3402
00045677724490000;г Санкт-Петербург, пр-кт Металлистов, 107;503
00045677825706086;г Санкт-Петербург, пр-кт Металлистов, 77, литера а;9313
00045675036045205;г Санкт-Петербург, пр-кт Мечникова, 19;9063
00045675036045205;г Санкт-Петербург, пр-кт Мечникова, 19, литера а;6511
00045677724490000;г Санкт-Петербург, пр-кт Московский, 129;6447
00045677825706086;г Санкт-Петербург, пр-кт Московский, 139, литера а;6644
00045677804663353;г Санкт-Петербург, пр-кт Московский, 161;5450
00045677724490000;г Санкт-Петербург, пр-кт Московский, 195;2198
00045672310031475;г Санкт-Петербург, пр-кт Московский, 53, литера а;3738
00045677825706086;г Санкт-Петербург, пр-кт Наставников, 24;7906
00045677825706086;г Санкт-Петербург, пр-кт Науки, 28, к 4;3133
00045672310031475;г Санкт-Петербург, пр-кт Науки, 44;7960
00045675036045205;г Санкт-Петербург, пр-кт Науки, 44, литер а;8381
00045675036045205;г Санкт-Петербург, пр-кт Науки, 44, литера а;1885
00045677734443270;г Санкт-Петербург, пр-кт Невский, 104;6985
00045677705466989;г Санкт-Петербург, пр-кт Невский, 114-116, литера а;5194
00045677734443270;г Санкт-Петербург, пр-кт Невский, 38;9389
00045677734443270;г Санкт-Петербург, пр-кт Невский, 38/4;6161
00045675258056945;г Санкт-Петербург, пр-кт Невский, 48, литера а;9113
00045677724490000;г Санкт-Петербург, пр-кт Невский, 87/2, литер а;4341
00045677724490000;г Санкт-Петербург, пр-кт Невский, 87А, к 2;1810
00045672310031475;г Санкт-Петербург, пр-кт Непокорённых, 16, к 1 литер а;7799
00045677724490000;г Санкт-Петербург, пр-кт Новоизмайловский, 22, к 2;6270
00045675047085094;г Санкт-Петербург, пр-кт Новоизмайловский, 28, к 2 литер а;5251
00045675047085094;г Санкт-Петербург, пр-кт Новочеркасский, 12, к 1 литера а;4502
00045677724490000;г Санкт-Петербург, пр-кт Новочеркасский, 22;3315
00045672310031475;г Санкт-Петербург, пр-кт Новочеркасский, 34;5556
00045677825706086;г Санкт-Петербург, пр-кт Пархоменко, 7, литер а;7439
00045677743931676;г Санкт-Петербург, пр-кт Пискарёвский, 1, стр 1;8700
00045675036045205;г Санкт-Петербург, пр-кт Пискарёвский, 145, к 3 стр 1;390
00045677825706086;г Санкт-Петербург, пр-кт Пискарёвский, 147, к 2 литера б;9477
00045672310031475;г Санкт-Петербург, пр-кт Пискарёвский, 16;8232
00045677743931676;г Санкт-Петербург, пр-кт Пискарёвский, 165, к 1 стр 1;9382
00045677743792870;г Санкт-Петербург, пр-кт Пискарёвский, 169;9565
00045677743792870;г Санкт-Петербург, пр-кт Пискарёвский, 169, к 2;3936
00045677825439514;г Санкт-Петербург, пр-кт Пискарёвский, 30, литер а;2381
00045675047085094;г Санкт-Петербург, пр-кт Пискарёвский, 35, литера а;1314
00045677825706086;г Санкт-Петербург, пр-кт Приморский, 1, литера а;914
00045677734443270;г Санкт-Петербург, пр-кт Просвещения, 15, литера а;6433
00045677811657720;г Санкт-Петербург, пр-кт Просвещения, 46;7340
00045677728029110;г Санкт-Петербург, пр-кт Просвещения, 74, к 2 литер а;4350
00045677734443270;г Санкт-Петербург, пр-кт Просвещения, 78, литера а;4882
00045677838471956;г Санкт-Петербург, пр-кт Пятилеток, 13, к 1 литера а;5140
00045675257056036;г Санкт-Петербург, пр-кт Пятилеток, 8, к 1 литера а;172
00045675047085094;г Санкт-Петербург, пр-кт Рижский, 23, литера а;9009
00045677724490000;г Санкт-Петербург, пр-кт Рижский, 50;2319
00045672310031475;г Санкт-Петербург, пр-кт Рыбацкий, 17, к 1 литера а;7464
00045672310031475;г Санкт-Петербург, пр-кт Северный, 75, к 1 литера а;3467
00045672310031475;г Санкт-Петербург, пр-кт Славы, 2, к 1 литера а;8154
00045677724490000;г Санкт-Петербург, пр-кт Славы, 26, к 1;552
00045675951042145;г Санкт-Петербург, пр-кт Славы, 40, к 1 литера а;6371
00045677743931676;г Санкт-Петербург, пр-кт Славы, 43/49, литера а;4344
00045672310031475;г Санкт-Петербург, пр-кт Солидарности, 11, к 1 литер а;5428
00045677743931676;г Санкт-Петербург, пр-кт Солидарности, 11, к 1 литера в;7698
00045677724490000;г Санкт-Петербург, пр-кт Средний В.О., 19;7018
00045677724490000;г Санкт-Петербург, пр-кт Средний В.О., 33;9270
00045677734443270;г Санкт-Петербург, пр-кт Средний В.О., 83;2649
